Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,066024,2026,02,17,26.9
IDCJAC0016,066024,2026,02,18,20.5
IDCJAC0016,066024,2026,02,19,19.3
IDCJAC0016,066024,2026,02,20,11.6
IDCJAC0016,066024,2026,02,21,21.4
IDCJAC0016,066024,2026,02,22,22.6
IDCJAC0016,066024,2026,02,23,13.1
IDCJAC0016,066024,2026,02,24,23.9
IDCJAC0016,066024,2026,02,25,17.2
IDCJAC0016,066024,2026,02,26,13.5
IDCJAC0016,066024,2026,02,27,9.9
IDCJAC0016,066024,2026,02,28,17.8
IDCJAC0016,066024,2026,03,01,15.4
IDCJAC0016,066024,2026,03,02,15.4
IDCJAC0016,066024,2026,03,03,12.2
IDCJAC0016,066024,2026,03,04,16.5
IDCJAC0016,066024,2026,03,05,20.6
IDCJAC0016,066024,2026,03,06,21.7
IDCJAC0016,066024,2026,03,07,13.8
IDCJAC0016,066024,2026,03,08,12.4
IDCJAC0016,066024,2026,03,09,11.1
IDCJAC0016,066024,2026,03,10,13.4
IDCJAC0016,066024,2026,03,11,23.0
IDCJAC0016,066024,2026,03,12,21.8
IDCJAC0016,066024,2026,03,13,16.4
IDCJAC0016,066024,2026,03,14,21.6
IDCJAC0016,066024,2026,03,15,22.3
IDCJAC0016,066024,2026,03,16,19.7
IDCJAC0016,066024,2026,03,17,13.8
IDCJAC0016,066024,2026,03,18,9.2
IDCJAC0016,066024,2026,03,19,12.1
IDCJAC0016,066024,2026,03,20,19.5
IDCJAC0016,066024,2026,03,21,13.9
IDCJAC0016,066024,2026,03,22,16.9
IDCJAC0016,066024,2026,03,23,17.9
IDCJAC0016,066024,2026,03,24,19.7
IDCJAC0016,066024,2026,03,25,20.2
IDCJAC0016,066024,2026,03,26,13.2
IDCJAC0016,066024,2026,03,27,8.6
IDCJAC0016,066024,2026,03,28,18.3
IDCJAC0016,066024,2026,03,29,19.4
IDCJAC0016,066024,2026,03,30,15.5
IDCJAC0016,066024,2026,03,31,16.5
IDCJAC0016,066024,2026,04,01,19.0
IDCJAC0016,066024,2026,04,02,18.3
IDCJAC0016,066024,2026,04,03,15.3
IDCJAC0016,066024,2026,04,04,6.0
IDCJAC0016,066024,2026,04,05,13.2
IDCJAC0016,066024,2026,04,06,10.5
IDCJAC0016,066024,2026,04,07,16.8
IDCJAC0016,066024,2026,04,08,16.6
IDCJAC0016,066024,2026,04,09,17.6
IDCJAC0016,066024,2026,04,10,12.1
IDCJAC0016,066024,2026,04,11,16.9
IDCJAC0016,066024,2026,04,12,16.8
IDCJAC0016,066024,2026,04,13,16.9
IDCJAC0016,066024,2026,04,14,16.8
IDCJAC0016,066024,2026,04,15,16.6
IDCJAC0016,066024,2026,04,16,16.3
IDCJAC0016,066024,2026,04,17,10.7
IDCJAC0016,066024,2026,04,18,16.1
IDCJAC0016,066024,2026,04,19,16.0
IDCJAC0016,066024,2026,04,20,14.8
IDCJAC0016,066024,2026,04,21,8.0
IDCJAC0016,066024,2026,04,22,11.8
IDCJAC0016,066024,2026,04,23,13.6
IDCJAC0016,066024,2026,04,24,12.2
IDCJAC0016,066024,2026,04,25,14.3
IDCJAC0016,066024,2026,04,26,14.9
IDCJAC0016,066024,2026,04,27,13.4
IDCJAC0016,066024,2026,04,28,14.5
IDCJAC0016,066024,2026,04,29,13.9
IDCJAC0016,066024,2026,04,30,13.1
IDCJAC0016,066024,2026,05,01,10.3
IDCJAC0016,066024,2026,05,02,11.1
IDCJAC0016,066024,2026,05,03,12.9
IDCJAC0016,066024,2026,05,04,5.4
IDCJAC0016,066024,2026,05,05,13.7
IDCJAC0016,066024,2026,05,06,13.0
IDCJAC0016,066024,2026,05,07,11.5
IDCJAC0016,066024,2026,05,08,13.4
IDCJAC0016,066024,2026,05,09,13.2
IDCJAC0016,066024,2026,05,10,13.1
IDCJAC0016,066024,2026,05,11,11.3
IDCJAC0016,066024,2026,05,12,9.6
IDCJAC0016,066024,2026,05,13,9.1
IDCJAC0016,066024,2026,05,14,11.0
IDCJAC0016,066024,2026,05,15,10.1
IDCJAC0016,066024,2026,05,16,10.3
IDCJAC0016,066024,2026,05,17,7.2
IDCJAC0016,066024,2026,05,18,5.8
IDCJAC0016,066024,2026,05,19,8.3
IDCJAC0016,066024,2026,05,20,11.9
IDCJAC0016,066024,2026,05,21,11.3
IDCJAC0016,066024,2026,05,22,7.7
IDCJAC0016,066024,2026,05,23,8.0
IDCJAC0016,066024,2026,05,24,7.7
IDCJAC0016,066024,2026,05,25,7.3
IDCJAC0016,066024,2026,05,26,5.6
IDCJAC0016,066024,2026,05,27,10.5
IDCJAC0016,066024,2026,05,28,7.0
IDCJAC0016,066024,2026,05,29,8.6
IDCJAC0016,066024,2026,05,30,10.8
IDCJAC0016,066024,2026,05,31,11.3
IDCJAC0016,066024,2026,06,01,11.4
IDCJAC0016,066024,2026,06,02,4.6
IDCJAC0016,066024,2026,06,03,11.2
IDCJAC0016,066024,2026,06,04,9.2
IDCJAC0016,066024,2026,06,05,10.2
IDCJAC0016,066024,2026,06,06,11.1
IDCJAC0016,066024,2026,06,07,11.1
IDCJAC0016,066024,2026,06,08,9.9
IDCJAC0016,066024,2026,06,09,10.5
IDCJAC0016,066024,2026,06,10,11.0
IDCJAC0016,066024,2026,06,11,9.6
IDCJAC0016,066024,2026,06,12,9.3
IDCJAC0016,066024,2026,06,13,10.4
IDCJAC0016,066024,2026,06,14,7.0
IDCJAC0016,066024,2026,06,15,8.3
IDCJAC0016,066024,2026,06,16,10.9
IDCJAC0016,066024,2026,06,17,6.3
IDCJAC0016,066024,2026,06,18,8.6
IDCJAC0016,066024,2026,06,19,6.9
IDCJAC0016,066024,2026,06,20,10.4
IDCJAC0016,066024,2026,06,21,10.3
IDCJAC0016,066024,2026,06,22,10.1
IDCJAC0016,066024,2026,06,23,10.6
IDCJAC0016,066024,2026,06,24,10.9
IDCJAC0016,066024,2026,06,25,7.1
IDCJAC0016,066024,2026,06,26,7.0
IDCJAC0016,066024,2026,06,27,8.2
IDCJAC0016,066024,2026,06,28,5.1
IDCJAC0016,066024,2026,06,29,9.9
IDCJAC0016,066024,2026,06,30,8.0
IDCJAC0016,066024,2026,07,01,8.9
IDCJAC0016,066024,2026,07,02,11.1
IDCJAC0016,066024,2026,07,03,10.5
IDCJAC0016,066024,2026,07,04,11.2
IDCJAC0016,066024,2026,07,05,7.6
IDCJAC0016,066024,2026,07,06,8.2
IDCJAC0016,066024,2026,07,07,7.7
IDCJAC0016,066024,2026,07,08,10.2
IDCJAC0016,066024,2026,07,09,9.2
IDCJAC0016,066024,2026,07,10,9.5
IDCJAC0016,066024,2026,07,11,11.5
IDCJAC0016,066024,2026,07,12,11.6
IDCJAC0016,066024,2026,07,13,11.7
IDCJAC0016,066024,2026,07,14,11.7
IDCJAC0016,066024,2026,07,15,11.5
IDCJAC0016,066024,2026,07,16,8.2
IDCJAC0016,066024,2026,07,17,7.9
IDCJAC0016,066024,2026,07,18,11.6
IDCJAC0016,066024,2026,07,19,8.9
IDCJAC0016,066024,2026,07,20,12.1
IDCJAC0016,066024,2026,07,21,12.0
IDCJAC0016,066024,2026,07,22,12.0
IDCJAC0016,066024,2026,07,23,12.0
IDCJAC0016,066024,2026,07,24,12.5
IDCJAC0016,066024,2026,07,25,12.6
IDCJAC0016,066024,2026,07,26,11.8
IDCJAC0016,066024,2026,07,27,11.7
IDCJAC0016,066024,2026,07,28,12.8
IDCJAC0016,066024,2026,07,29,12.8
IDCJAC0016,066024,2026,07,30,13.1
IDCJAC0016,066024,2026,07,31,13.2
IDCJAC0016,066024,2026,08,01,9.2
IDCJAC0016,066024,2026,08,02,12.8
IDCJAC0016,066024,2026,08,03,9.7
IDCJAC0016,066024,2026,08,04,13.6
IDCJAC0016,066024,2026,08,05,13.7
IDCJAC0016,066024,2026,08,06,13.3
IDCJAC0016,066024,2026,08,07,13.9
IDCJAC0016,066024,2026,08,08,13.5
IDCJAC0016,066024,2026,08,09,9.7
IDCJAC0016,066024,2026,08,10,11.9
IDCJAC0016,066024,2026,08,11,14.4
IDCJAC0016,066024,2026,08,12,12.7
IDCJAC0016,066024,2026,08,13,14.5
IDCJAC0016,066024,2026,08,14,14.8
IDCJAC0016,066024,2026,08,15,7.4
IDCJAC0016,066024,2026,08,16,12.5
IDCJAC0016,066024,2026,08,17,10.1
IDCJAC0016,066024,2026,08,18,12.9
IDCJAC0016,066024,2026,08,19,14.5
IDCJAC0016,066024,2026,08,20,12.0
IDCJAC0016,066024,2026,08,21,14.7
IDCJAC0016,066024,2026,08,22,16.0
IDCJAC0016,066024,2026,08,23,13.6
IDCJAC0016,066024,2026,08,24,16.2
IDCJAC0016,066024,2026,08,25,6.0
IDCJAC0016,066024,2026,08,26,10.9
IDCJAC0016,066024,2026,08,27,12.4
IDCJAC0016,066024,2026,08,28,16.8
IDCJAC0016,066024,2026,08,29,16.8
IDCJAC0016,066024,2026,08,30,17.1
IDCJAC0016,066024,2026,08,31,16.8
IDCJAC0016,066024,2026,09,01,17.5
IDCJAC0016,066024,2026,09,02,16.2
IDCJAC0016,066024,2026,09,03,17.8
IDCJAC0016,066024,2026,09,04,18.0
IDCJAC0016,066024,2026,09,05,15.6
IDCJAC0016,066024,2026,09,06,18.2
IDCJAC0016,066024,2026,09,07,15.1
IDCJAC0016,066024,2026,09,08,16.4
IDCJAC0016,066024,2026,09,09,16.2
IDCJAC0016,066024,2026,09,10,13.5
IDCJAC0016,066024,2026,09,11,11.9
IDCJAC0016,066024,2026,09,12,18.7
IDCJAC0016,066024,2026,09,13,18.7
IDCJAC0016,066024,2026,09,14,17.7
IDCJAC0016,066024,2026,09,15,19.7
IDCJAC0016,066024,2026,09,16,19.5
IDCJAC0016,066024,2026,09,17,19.4
